bcr_patient_uuid	bcr_sample_barcode	bcr_analyte_barcode	bcr_analyte_uuid	a260_a280_ratio	amount	analyte_type	analyte_type_id	concentration	gel_image_file	is_derived_from_ffpe	normal_tumor_genotype_match	pcr_amplification_successful	ratio_28s_18s	rinvalue	spectrophotometer_method	subportion_sequence	well_number
0a2d29de-869a-4dc8-ad11-6ee0d0a3a895	TCGA-61-1736-11A	TCGA-61-1736-11A-01G	678c5132-7c5c-4e68-9834-aeba654f49bb	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0a2d29de-869a-4dc8-ad11-6ee0d0a3a895	TCGA-61-1736-11A	TCGA-61-1736-11A-01W	7d1290e7-fb85-485b-9deb-cd49922070db	[Not Available]	135.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0a2d29de-869a-4dc8-ad11-6ee0d0a3a895	TCGA-61-1736-11A	TCGA-61-1736-11A-01W	7d1290e7-fb85-485b-9deb-cd49922070db	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-01A	TCGA-61-1995-01A-01D	3c8b8bcd-fd3f-4b1d-ab27-b25a0289a142	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-01A	TCGA-61-1995-01A-01G	69d7937e-bfef-43ea-9c49-a95c2775cabf	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-01A	TCGA-61-1995-01A-01R	57e1a300-44f6-468c-b0d2-6adbf4911d98	1.80	568.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.20	7.40	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-01A	TCGA-61-1995-01A-01T	8937ab57-25c7-45da-98f6-1fba2790708a	[Not Available]	321.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-01A	TCGA-61-1995-01A-01W	e2ec31a9-bff1-4914-8907-6c2bb4a3aef8	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-01A	TCGA-61-1995-01A-01W	e2ec31a9-bff1-4914-8907-6c2bb4a3aef8	[Not Available]	154.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-11A	TCGA-61-1995-11A-01D	5aa6f5f2-5bb1-40df-a7cc-c0ee8b113a82	2.00	41.97	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-11A	TCGA-61-1995-11A-01G	a4ce61d9-de14-4f87-9ba2-2d6ccf40bd61	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-11A	TCGA-61-1995-11A-01W	b074a2a6-ee44-483b-ba16-05e91d54b061	[Not Available]	139.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
931738a7-4b5b-46dc-b69f-72600862d8af	TCGA-61-1995-11A	TCGA-61-1995-11A-01W	b074a2a6-ee44-483b-ba16-05e91d54b061	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-01A	TCGA-61-1998-01A-01D	2fba310b-772f-48ca-b8cc-20a040e30fbf	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-01A	TCGA-61-1998-01A-01G	e1132a25-041d-4323-a5fb-37401bf947a7	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-01A	TCGA-61-1998-01A-01R	b78bf7f3-25ae-4e77-8715-f9e719c7baea	1.80	143.00	RNA	R	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	2.30	7.10	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-01A	TCGA-61-1998-01A-01T	9a18a13a-b2be-4c95-86e1-ec3264a98676	[Not Available]	67.70	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-01A	TCGA-61-1998-01A-01W	0eed4b1a-c19b-442a-b62e-02a3cd63e7fc	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-01A	TCGA-61-1998-01A-01W	0eed4b1a-c19b-442a-b62e-02a3cd63e7fc	[Not Available]	154.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-10A	TCGA-61-1998-10A-01D	35f19ae1-81cd-4d5b-8be9-7cfedc160a03	2.00	73.97	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-10A	TCGA-61-1998-10A-01G	3231fde2-2e16-4acc-8062-d5389a9a2051	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-10A	TCGA-61-1998-10A-01W	4b33a915-e9a4-414d-854a-d9070defb0d0	[Not Available]	135.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
565d06a1-3640-4274-8fb3-8cad7e578876	TCGA-61-1998-10A	TCGA-61-1998-10A-01W	4b33a915-e9a4-414d-854a-d9070defb0d0	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-01A	TCGA-61-2000-01A-01D	7ee83161-844f-4f63-b2f3-d96d48123235	1.90	730.97	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-01A	TCGA-61-2000-01A-01G	af40c4b3-a79c-4a2a-b387-ffd3f6bfeac3	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-01A	TCGA-61-2000-01A-01R	d8cf1f87-b108-486d-875c-6278b115acac	1.80	456.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.00	7.10	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-01A	TCGA-61-2000-01A-01T	f42cf3ca-08da-4e4b-8f36-e0e1cd55e9ff	[Not Available]	415.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-01A	TCGA-61-2000-01A-01W	aabf174c-1304-47f9-8a17-694b0ecc86cf	[Not Available]	185.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-01A	TCGA-61-2000-01A-01W	aabf174c-1304-47f9-8a17-694b0ecc86cf	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-11A	TCGA-61-2000-11A-01D	c5e95699-f35e-4fed-90a0-0b59555534c2	2.00	246.27	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-11A	TCGA-61-2000-11A-01G	acc02093-751c-4b89-9bbf-1da46b54a8fc	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.27	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-11A	TCGA-61-2000-11A-01W	9e42a28a-9b36-4630-8b5f-4bdfa2da63aa	[Not Available]	138.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
29949b65-2913-4c86-bbd7-b85c5df6f15e	TCGA-61-2000-11A	TCGA-61-2000-11A-01W	9e42a28a-9b36-4630-8b5f-4bdfa2da63aa	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-01A	TCGA-61-2002-01A-01D	3bcebd82-e172-4057-91b2-feb7d99c3630	1.80	503.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-01A	TCGA-61-2002-01A-01G	07b7ff76-4d9c-449b-afa8-86726804229d	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-01A	TCGA-61-2002-01A-01R	0d9bf4ba-57c4-4e16-ad25-954c8495a9ee	1.80	421.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.00	7.20	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-01A	TCGA-61-2002-01A-01T	30652c1f-e614-4d2d-a9ab-3d231c98a60e	[Not Available]	262.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-01A	TCGA-61-2002-01A-01W	56f3c32c-8236-478e-8019-0bbf8dd172b9	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-01A	TCGA-61-2002-01A-01W	56f3c32c-8236-478e-8019-0bbf8dd172b9	[Not Available]	185.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-11A	TCGA-61-2002-11A-01D	d2a7c2b9-e206-44f0-9de8-8b2d68aafbda	2.00	148.97	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-11A	TCGA-61-2002-11A-01G	7f93f343-b53b-4289-ba60-062b08ed40d6	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-11A	TCGA-61-2002-11A-01W	0f79e0c5-3358-4923-940c-430ed554e646	[Not Available]	143.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
85bb4987-51e7-40fe-ad59-2aa56754eca9	TCGA-61-2002-11A	TCGA-61-2002-11A-01W	0f79e0c5-3358-4923-940c-430ed554e646	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-01A	TCGA-61-2003-01A-01D	9f62b269-ef06-40bb-a533-8e62760a3ba9	1.80	867.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-01A	TCGA-61-2003-01A-01G	85361594-f74e-4447-858e-0674ce7e8090	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-01A	TCGA-61-2003-01A-01R	81528da3-2c99-4867-92a6-1de2bab7d84a	1.80	524.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.30	7.60	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-01A	TCGA-61-2003-01A-01T	b0af0d0e-0eed-4b6a-ac0c-3c96e5dab523	[Not Available]	385.70	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-01A	TCGA-61-2003-01A-01W	1b7991d7-7041-48d7-826b-31cff229e943	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-01A	TCGA-61-2003-01A-01W	1b7991d7-7041-48d7-826b-31cff229e943	[Not Available]	189.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-10A	TCGA-61-2003-10A-01D	3c7948d4-b5fc-451b-aa22-758936a24dec	1.90	19.97	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-10A	TCGA-61-2003-10A-01G	3983da7d-fa1b-4dda-a50e-060ef6829a4e	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-10A	TCGA-61-2003-10A-01W	6f5059c5-d536-406b-ae00-f25f391383b3	[Not Available]	138.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
33dc48d8-2e01-482b-944c-ac10da727ec9	TCGA-61-2003-10A	TCGA-61-2003-10A-01W	6f5059c5-d536-406b-ae00-f25f391383b3	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-01A	TCGA-61-2008-01A-02D	d93f2b3b-49fb-48fa-b901-468e6317517c	1.90	605.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-01A	TCGA-61-2008-01A-02G	b4d72f41-05e5-4df5-8009-5ca348d8cdda	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-01A	TCGA-61-2008-01A-02R	3fe43ef1-3e89-4df8-a7fa-7ad5a2904d7c	1.80	264.70	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.10	7.30	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-01A	TCGA-61-2008-01A-02T	31a084c8-2791-4a6d-81ca-bb0030f991ec	[Not Available]	226.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-01A	TCGA-61-2008-01A-02W	6ff5522b-9736-48ac-8b3a-fb38dc115d58	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-01A	TCGA-61-2008-01A-02W	6ff5522b-9736-48ac-8b3a-fb38dc115d58	[Not Available]	170.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-02A	TCGA-61-2008-02A-01D	20d052bd-a3b3-475c-b500-969daf386266	1.90	500.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-02A	TCGA-61-2008-02A-01R	1f57d960-8019-4aa5-a498-11c034287817	1.80	351.70	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.20	8.60	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-02A	TCGA-61-2008-02A-01T	4a0eb2be-9c64-4bea-93de-d7a63dad3229	[Not Available]	131.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-02A	TCGA-61-2008-02A-01W	f247b565-11a8-499c-a644-caef051ac8a8	[Not Available]	130.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-11A	TCGA-61-2008-11A-01D	ed2bac42-d716-4539-ac9c-2aee27d52bc0	2.00	3.27	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-11A	TCGA-61-2008-11A-01G	2f381bae-ef6e-48d7-89fa-e24fb5cd60fd	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.26	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-11A	TCGA-61-2008-11A-01W	d63131d2-c986-4783-b922-5e6f544d76aa	[Not Available]	223.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
3ac45a71-c463-4f0f-b030-58c475a34418	TCGA-61-2008-11A	TCGA-61-2008-11A-01W	d63131d2-c986-4783-b922-5e6f544d76aa	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-01A	TCGA-61-2009-01A-01D	14b6a442-5fd1-40ba-8b85-5c0bfe421326	1.90	692.67	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-01A	TCGA-61-2009-01A-01G	d2220fbb-89da-48c6-aa58-0d975eebf9a6	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-01A	TCGA-61-2009-01A-01R	b6362265-9a1d-412b-9768-365ca2adae08	1.80	437.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.20	7.50	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-01A	TCGA-61-2009-01A-01T	cec30a70-a4c5-4ce7-8479-3a96389af69e	[Not Available]	352.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-01A	TCGA-61-2009-01A-01W	45e5658c-efe6-4578-a13a-f2bf869fb509	[Not Available]	0.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-01A	TCGA-61-2009-01A-01W	45e5658c-efe6-4578-a13a-f2bf869fb509	[Not Available]	139.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-10A	TCGA-61-2009-10A-01D	9dabf70d-771d-4fb4-919f-97927e068134	2.00	56.97	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ae914f23-87b9-4169-a7f7-a3483078c902	TCGA-61-2009-10A	TCGA-61-2009-10A-01G	45e9fcbe-f165-43a1-b943-64037d5ff841	[Not Available]	126.90	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
